date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,month,month_label,wipt
2015-02-11,Quarter2,sweing,Wednesday,1,0.8,22.52,1498.0,0,113,0.0,0,0,57,1.0,2,February,0.07740428293316029
2015-02-11,Quarter2,finishing,Wednesday,1,0.8,3.94,1039.0,1440,0,0.0,0,0,12,0.618,2,February,0.053575600259571705
2015-02-12,Quarter2,sweing,Thursday,1,0.8,22.52,1397.0,0,138,0.0,0,0,57,1.1,2,February,0.07216093445814406
2015-02-12,Quarter2,finishing,Thursday,1,0.8,3.94,1039.0,1440,0,0.0,0,0,12,0.665,2,February,0.053575600259571705
2015-02-14,Quarter2,sweing,Saturday,1,0.8,22.52,1416.0,6840,113,0.0,0,0,57,1.0,2,February,0.07314730694354316
2015-02-14,Quarter2,finishing,Saturday,1,0.8,3.94,1039.0,1440,0,0.0,0,0,12,0.796,2,February,0.053575600259571705
2015-02-15,Quarter3,finishing,Sunday,1,0.8,3.94,1039.0,960,0,0.0,0,0,8,1.12,2,February,0.053575600259571705
2015-02-15,Quarter3,sweing,Sunday,1,0.8,22.52,1420.0,6840,113,0.0,0,0,57,1.0,2,February,0.07335496430889034
2015-02-16,Quarter3,sweing,Monday,1,0.8,22.52,1422.0,6840,113,0.0,0,0,57,1.0,2,February,0.07345879299156392
2015-02-17,Quarter3,sweing,Tuesday,1,0.8,22.52,1445.0,6840,113,0.0,0,0,57,1.0,2,February,0.07465282284231019
2015-02-18,Quarter3,sweing,Wednesday,1,0.8,22.52,1374.0,3960,63,0.0,0,0,57,0.8,2,February,0.0709669046073978
2015-02-19,Quarter3,sweing,Thursday,1,0.8,22.52,265.0,3840,63,0.0,0,0,57,0.8,2,February,0.013393900064892926
2015-02-22,Quarter4,finishing,Sunday,1,0.8,3.94,1039.0,2880,0,0.0,0,0,12,0.727,2,February,0.053575600259571705
2015-02-24,Quarter4,sweing,Tuesday,1,0.6,22.53,708.0,5040,0,0.0,0,1,42,0.268,2,February,0.0363919532770928
2015-02-25,Quarter4,sweing,Wednesday,1,0.65,22.53,762.0,5040,0,0.0,0,1,42,0.581,2,February,0.03919532770927969
2015-02-26,Quarter4,finishing,Thursday,1,0.5,3.94,1039.0,3360,0,0.0,0,0,8,0.769,2,February,0.053575600259571705
2015-02-26,Quarter4,sweing,Thursday,1,0.35,26.66,1164.0,6600,23,0.0,0,2,55,0.379,2,February,0.06006489292667099
2015-02-28,Quarter4,finishing,Saturday,1,0.5,3.94,1039.0,3360,0,0.0,0,0,8,0.769,2,February,0.053575600259571705
2015-02-28,Quarter4,sweing,Saturday,1,0.5,26.66,1448.0,6840,30,0.0,0,2,57,0.55,2,February,0.07480856586632058
2015-03-01,Quarter1,sweing,Sunday,1,0.6,26.66,1578.0,6840,38,0.0,0,0,57,0.7,3,March,0.08155743024010383
2015-03-01,Quarter1,finishing,Sunday,1,0.6,3.94,1039.0,3360,0,0.0,0,0,8,0.449,3,March,0.053575600259571705
2015-03-02,Quarter1,sweing,Monday,1,0.65,26.66,1527.0,6840,65,0.0,0,0,57,0.801,3,March,0.07890979883192732
2015-03-02,Quarter1,finishing,Monday,1,0.65,3.94,1039.0,3360,0,0.0,0,0,8,0.538,3,March,0.053575600259571705
2015-03-03,Quarter1,sweing,Tuesday,1,0.7,26.66,1562.0,6960,60,0.0,0,0,58,0.801,3,March,0.08072680077871512
2015-03-03,Quarter1,finishing,Tuesday,1,0.7,3.94,1039.0,3360,0,0.0,0,0,8,0.555,3,March,0.053575600259571705
2015-03-04,Quarter1,finishing,Wednesday,1,0.7,3.94,1039.0,960,0,0.0,0,0,8,0.807,3,March,0.053575600259571705
2015-03-04,Quarter1,sweing,Wednesday,1,0.7,26.82,1772.0,6960,50,0.0,0,0,58,0.751,3,March,0.09162881245944192
2015-03-05,Quarter1,finishing,Thursday,1,0.7,3.94,1039.0,960,0,0.0,0,0,8,0.813,3,March,0.053575600259571705
2015-03-05,Quarter1,sweing,Thursday,1,0.7,26.82,1373.0,6960,50,0.0,0,0,58,0.751,3,March,0.070914990266061
2015-03-07,Quarter1,sweing,Saturday,1,0.7,26.82,1267.0,8160,70,0.0,0,0,58,0.85,3,March,0.06541207008436081
2015-03-07,Quarter1,finishing,Saturday,1,0.7,3.94,1039.0,960,0,0.0,0,0,8,0.665,3,March,0.053575600259571705
2015-03-08,Quarter2,finishing,Sunday,1,0.75,3.94,1039.0,960,0,0.0,0,0,8,0.891,3,March,0.053575600259571705
2015-03-08,Quarter2,sweing,Sunday,1,0.75,26.82,1254.0,6960,65,0.0,0,0,58,0.85,3,March,0.06473718364698249
2015-03-09,Quarter2,sweing,Monday,1,0.75,26.82,1322.0,7140,65,0.0,0,0,59,0.85,3,March,0.06826735885788449
2015-03-09,Quarter2,finishing,Monday,1,0.75,3.94,1039.0,0,960,0.0,0,0,8,0.795,3,March,0.053575600259571705
2015-03-10,Quarter2,sweing,Tuesday,1,0.75,26.82,1574.0,7080,75,0.0,0,0,59,0.9,3,March,0.08134977287475666
2015-03-10,Quarter2,finishing,Tuesday,1,0.75,3.94,1039.0,960,0,0.0,0,0,8,0.881,3,March,0.053575600259571705
2015-03-11,Quarter2,finishing,Wednesday,1,0.75,3.94,1039.0,1920,0,0.0,0,0,8,0.813,3,March,0.053575600259571705
2015-03-11,Quarter2,sweing,Wednesday,1,0.75,26.82,1322.0,7080,45,0.0,0,0,59,0.75,3,March,0.06826735885788449
2015-01-01,Quarter1,finishing,Thursday,2,0.75,3.94,1039.0,960,0,0.0,0,0,8,0.755,1,January,0.053575600259571705
2015-01-01,Quarter1,sweing,Thursday,2,0.75,19.87,733.0,6000,34,0.0,0,0,55,0.753,1,January,0.037689811810512654
2015-01-03,Quarter1,finishing,Saturday,2,0.8,4.15,1039.0,960,0,0.0,0,0,8,0.782,1,January,0.053575600259571705
2015-01-03,Quarter1,sweing,Saturday,2,0.75,19.87,944.0,6600,45,0.0,0,0,55,0.75,1,January,0.04864373783257625
2015-01-04,Quarter1,sweing,Sunday,2,0.8,28.08,782.0,6660,50,0.0,0,0,56,0.8,1,January,0.04023361453601557
2015-01-04,Quarter1,finishing,Sunday,2,0.8,3.94,1039.0,960,0,0.0,0,0,8,0.792,1,January,0.053575600259571705
2015-01-05,Quarter1,finishing,Monday,2,0.8,3.94,1039.0,960,0,0.0,0,0,8,0.804,1,January,0.053575600259571705
2015-01-05,Quarter1,sweing,Monday,2,0.8,28.08,757.0,6900,50,0.0,0,0,58,0.8,1,January,0.03893575600259572
2015-01-06,Quarter1,finishing,Tuesday,2,0.8,3.94,1039.0,1440,0,0.0,0,0,8,0.806,1,January,0.053575600259571705
2015-01-06,Quarter1,sweing,Tuesday,2,0.8,28.08,716.0,10350,50,0.0,0,0,58,0.801,1,January,0.03680726800778715
2015-01-07,Quarter1,finishing,Wednesday,2,0.8,3.94,1039.0,1440,0,0.0,0,0,8,0.813,1,January,0.053575600259571705
2015-01-07,Quarter1,sweing,Wednesday,2,0.8,28.08,776.0,10350,63,0.0,0,0,58,0.801,1,January,0.03992212848799481
2015-01-08,Quarter2,finishing,Thursday,2,0.8,3.94,1039.0,1440,0,0.0,0,0,8,0.836,1,January,0.053575600259571705
2015-01-08,Quarter2,sweing,Thursday,2,0.8,28.08,783.0,10050,63,0.0,0,0,58,0.8,1,January,0.04028552887735237
2015-01-10,Quarter2,finishing,Saturday,2,0.8,3.94,1039.0,1440,0,0.0,0,0,8,0.817,1,January,0.053575600259571705
2015-01-10,Quarter2,sweing,Saturday,2,0.8,28.08,749.0,10350,63,0.0,0,0,58,0.801,1,January,0.038520441271901365
2015-01-11,Quarter2,finishing,Sunday,2,0.8,3.94,1039.0,1440,0,0.0,0,0,8,0.821,1,January,0.053575600259571705
2015-01-11,Quarter2,sweing,Sunday,2,0.8,28.08,805.0,10530,63,0.0,0,0,58,0.8,1,January,0.041427644386761844
2015-01-12,Quarter2,finishing,Monday,2,0.8,3.94,1039.0,1440,0,0.0,0,0,8,0.881,1,January,0.053575600259571705
2015-01-12,Quarter2,sweing,Monday,2,0.8,28.08,737.0,10530,63,0.0,0,0,58,0.8,1,January,0.03789746917585983
2015-01-13,Quarter2,finishing,Tuesday,2,0.8,3.94,1039.0,1440,0,0.0,0,0,8,0.806,1,January,0.053575600259571705
2015-01-13,Quarter2,sweing,Tuesday,2,0.8,28.08,723.0,10530,50,0.0,0,0,58,0.8,1,January,0.03717066839714471
2015-01-14,Quarter2,sweing,Wednesday,2,0.8,51.02,1086.0,4260,27,0.0,0,0,57,0.311,1,January,0.05601557430240104
2015-01-14,Quarter2,finishing,Wednesday,2,0.8,3.94,1039.0,1260,0,0.0,0,0,8,0.247,1,January,0.053575600259571705
2015-01-15,Quarter3,sweing,Thursday,2,0.5,22.94,1044.0,9810,23,0.0,0,0,54,0.5,1,January,0.05383517196625568
2015-01-17,Quarter3,finishing,Saturday,2,0.8,3.94,1039.0,1800,0,0.0,0,0,10,0.981,1,January,0.053575600259571705
2015-01-17,Quarter3,sweing,Saturday,2,0.6,22.94,865.0,6570,23,0.0,0,0,56,0.77,1,January,0.0445425048669695
2015-01-18,Quarter3,sweing,Sunday,2,0.65,22.94,1025.0,10170,26,0.0,0,0,56,0.65,1,January,0.052848799480856586
2015-01-19,Quarter3,sweing,Monday,2,0.7,22.94,1006.0,10170,38,0.0,0,0,56,0.751,1,January,0.0518624269954575
2015-01-20,Quarter3,sweing,Tuesday,2,0.7,22.94,1363.0,10260,50,0.0,0,0,57,0.75,1,January,0.07039584685269305
2015-01-21,Quarter3,finishing,Wednesday,2,0.7,3.94,1039.0,5100,0,0.0,0,0,17,0.912,1,January,0.053575600259571705
2015-01-21,Quarter3,sweing,Wednesday,2,0.7,22.94,1422.0,10500,60,0.0,0,0,57,0.8,1,January,0.07345879299156392
2015-01-22,Quarter4,sweing,Thursday,2,0.7,22.94,1510.0,10620,60,0.0,0,0,57,0.8,1,January,0.07802725502920183
2015-01-22,Quarter4,finishing,Thursday,2,0.7,3.94,1039.0,15000,0,0.0,0,0,25,0.65,1,January,0.053575600259571705
2015-01-24,Quarter4,sweing,Saturday,2,0.75,22.94,1606.0,10260,94,0.0,0,0,57,0.901,1,January,0.08301103179753407
2015-01-24,Quarter4,finishing,Saturday,2,0.75,3.94,1039.0,1440,0,0.0,0,0,8,0.578,1,January,0.053575600259571705
2015-01-25,Quarter4,finishing,Sunday,2,0.75,3.94,1039.0,1440,0,0.0,0,0,8,0.97,1,January,0.053575600259571705
2015-01-25,Quarter4,sweing,Sunday,2,0.75,22.94,1636.0,10530,81,0.0,0,0,58,0.85,1,January,0.0845684620376379
2015-01-26,Quarter4,finishing,Monday,2,0.75,3.94,1039.0,1800,0,0.0,0,0,10,0.91,1,January,0.053575600259571705
2015-01-26,Quarter4,sweing,Monday,2,0.75,22.94,1764.0,10260,55,0.0,0,0,57,0.8,1,January,0.09121349772874757
2015-01-27,Quarter4,sweing,Tuesday,2,0.75,22.52,1635.0,6840,119,0.0,0,0,57,1.0,1,January,0.08451654769630111
2015-01-27,Quarter4,finishing,Tuesday,2,0.75,3.94,1039.0,1200,0,0.0,0,0,10,0.788,1,January,0.053575600259571705
2015-01-28,Quarter4,sweing,Wednesday,2,0.8,22.52,1559.0,6840,90,0.0,0,0,57,1.0,1,January,0.08057105775470474
2015-01-28,Quarter4,finishing,Wednesday,2,0.8,3.94,1039.0,1800,0,0.0,0,0,15,0.902,1,January,0.053575600259571705
2015-01-29,Quarter5,sweing,Thursday,2,0.8,22.52,1416.0,6840,113,0.0,0,0,57,1.0,1,January,0.07314730694354316
2015-01-29,Quarter5,finishing,Thursday,2,0.8,3.94,1039.0,1200,0,0.0,0,0,10,0.773,1,January,0.053575600259571705
2015-01-31,Quarter5,sweing,Saturday,2,0.8,22.52,1397.0,6840,113,0.0,0,0,57,1.0,1,January,0.07216093445814406
2015-01-31,Quarter5,finishing,Saturday,2,0.8,3.94,1039.0,1200,0,0.0,0,0,10,0.972,1,January,0.053575600259571705
2015-02-01,Quarter1,sweing,Sunday,2,0.8,22.52,1396.0,6900,113,0.0,0,0,58,1.001,2,February,0.07210902011680727
2015-02-01,Quarter1,finishing,Sunday,2,0.8,3.94,1039.0,1200,0,0.0,0,0,10,0.913,2,February,0.053575600259571705
2015-02-02,Quarter1,sweing,Monday,2,0.8,22.52,21385.0,7020,88,0.0,0,0,58,0.9,2,February,1.1098247890979884
2015-02-03,Quarter1,finishing,Tuesday,2,0.8,3.94,1039.0,2400,0,0.0,0,0,20,1.001,2,February,0.053575600259571705
2015-02-03,Quarter1,sweing,Tuesday,2,0.8,22.52,1452.0,6960,100,0.0,0,0,58,0.95,2,February,0.07501622323166775
2015-02-04,Quarter1,sweing,Wednesday,2,0.8,22.52,1263.0,6900,100,0.0,0,0,58,1.05,2,February,0.06520441271901363
2015-02-04,Quarter1,finishing,Wednesday,2,0.8,3.94,1039.0,2160,0,0.0,0,0,18,0.967,2,February,0.053575600259571705
2015-02-05,Quarter1,sweing,Thursday,2,0.8,22.52,1300.0,6780,113,0.0,0,0,56,1.0,2,February,0.06712524334847501
2015-02-05,Quarter1,finishing,Thursday,2,0.8,3.94,1039.0,2640,0,0.0,0,0,22,1.0,2,February,0.053575600259571705
2015-02-07,Quarter1,finishing,Saturday,2,0.8,3.94,1039.0,3000,0,0.0,0,0,25,1.051,2,February,0.053575600259571705
2015-02-07,Quarter1,sweing,Saturday,2,0.8,22.52,1186.0,6900,113,0.0,0,0,58,1.0,2,February,0.06120700843608047
2015-02-08,Quarter2,sweing,Sunday,2,0.8,22.52,1233.0,6900,113,0.0,0,0,58,1.0,2,February,0.0636469824789098
2015-02-08,Quarter2,finishing,Sunday,2,0.8,3.94,1039.0,2160,0,0.0,0,0,18,0.876,2,February,0.053575600259571705
2015-02-09,Quarter2,finishing,Monday,2,0.8,3.94,1039.0,2160,0,0.0,0,0,18,1.058,2,February,0.053575600259571705
2015-02-09,Quarter2,sweing,Monday,2,0.8,22.52,1413.0,360,70,0.0,0,0,57,0.9,2,February,0.07299156391953278
2015-02-10,Quarter2,finishing,Tuesday,2,0.8,3.94,1039.0,2160,0,0.0,0,0,18,0.967,2,February,0.053575600259571705
2015-02-10,Quarter2,sweing,Tuesday,2,0.8,22.52,1512.0,0,88,0.0,0,0,57,0.9,2,February,0.07813108371187541
2015-02-11,Quarter2,sweing,Wednesday,2,0.8,22.52,1557.0,0,90,0.0,0,0,58,1.0,2,February,0.08046722907203115
2015-02-11,Quarter2,finishing,Wednesday,2,0.8,3.94,1039.0,2160,0,0.0,0,0,18,0.912,2,February,0.053575600259571705
2015-02-12,Quarter2,sweing,Thursday,2,0.8,22.52,1327.0,0,113,0.0,0,0,58,1.0,2,February,0.06852693056456846
2015-02-12,Quarter2,finishing,Thursday,2,0.8,3.94,1039.0,2160,0,0.0,0,0,18,0.602,2,February,0.053575600259571705
2015-02-14,Quarter2,sweing,Saturday,2,0.8,22.52,674.0,3660,63,0.0,0,0,57,0.8,2,February,0.03462686567164179
2015-02-15,Quarter3,finishing,Sunday,2,0.8,3.94,1039.0,960,0,0.0,0,0,8,1.108,2,February,0.053575600259571705
2015-02-15,Quarter3,sweing,Sunday,2,0.8,22.52,12.0,6900,0,0.0,0,0,58,0.432,2,February,0.00025957170668397143
2015-02-17,Quarter3,finishing,Tuesday,2,0.8,5.13,1039.0,1800,0,0.0,0,0,15,0.581,2,February,0.053575600259571705
2015-02-17,Quarter3,sweing,Tuesday,2,0.5,30.33,838.0,6720,0,0.0,0,1,56,0.361,2,February,0.04314081765087605
2015-02-18,Quarter3,finishing,Wednesday,2,0.8,5.13,1039.0,1440,0,0.0,0,0,12,0.919,2,February,0.053575600259571705
2015-02-18,Quarter3,sweing,Wednesday,2,0.6,30.33,868.0,6840,0,0.0,0,1,57,0.328,2,February,0.044698247890979884
2015-02-19,Quarter3,finishing,Thursday,2,0.8,5.13,1039.0,3600,0,0.0,0,0,15,0.71,2,February,0.053575600259571705
2015-02-19,Quarter3,sweing,Thursday,2,0.65,30.33,841.0,6840,0,0.0,0,1,57,0.585,2,February,0.043296560674886436
2015-02-22,Quarter4,finishing,Sunday,2,0.8,5.13,1039.0,4800,0,0.0,0,0,20,0.83,2,February,0.053575600259571705
2015-02-22,Quarter4,sweing,Sunday,2,0.7,30.33,746.0,6840,0,0.0,0,1,57,0.701,2,February,0.03836469824789098
2015-02-23,Quarter4,sweing,Monday,2,0.7,30.33,577.0,2160,30,0.0,0,1,58,0.701,2,February,0.029591174561972744
2015-02-23,Quarter4,finishing,Monday,2,0.8,5.13,1039.0,960,0,0.0,0,0,8,0.369,2,February,0.053575600259571705
2015-02-24,Quarter4,sweing,Tuesday,2,0.7,30.33,408.0,1680,30,0.0,0,1,59,0.701,2,February,0.02081765087605451
2015-02-24,Quarter4,finishing,Tuesday,2,0.7,3.9,1039.0,960,0,0.0,0,0,8,0.325,2,February,0.053575600259571705
2015-02-25,Quarter4,sweing,Wednesday,2,0.7,30.33,361.0,3960,30,0.0,0,1,58,0.7,2,February,0.01837767683322518
2015-02-25,Quarter4,finishing,Wednesday,2,0.7,3.9,1039.0,960,0,0.0,0,0,8,0.44,2,February,0.053575600259571705
2015-02-26,Quarter4,sweing,Thursday,2,0.7,30.33,398.0,6960,0,0.0,0,1,58,0.662,2,February,0.020298507462686566
2015-02-26,Quarter4,finishing,Thursday,2,0.7,3.9,1039.0,960,0,0.0,0,0,8,0.557,2,February,0.053575600259571705
2015-02-28,Quarter4,sweing,Saturday,2,0.7,30.33,512.0,4560,0,0.0,0,1,58,0.7,2,February,0.026216742375081117
2015-02-28,Quarter4,finishing,Saturday,2,0.7,3.9,1039.0,960,0,0.0,0,0,8,0.557,2,February,0.053575600259571705
2015-03-01,Quarter1,sweing,Sunday,2,0.7,30.33,254.0,1800,0,0.0,0,0,58,0.684,3,March,0.01282284231018819
2015-03-01,Quarter1,finishing,Sunday,2,0.7,3.9,1039.0,960,0,0.0,0,0,8,0.585,3,March,0.053575600259571705
2015-03-02,Quarter1,finishing,Monday,2,0.7,3.9,1039.0,1200,0,0.0,0,0,10,0.929,3,March,0.053575600259571705
2015-03-03,Quarter1,finishing,Tuesday,2,0.4,3.9,1039.0,6300,0,0.0,0,0,15,0.567,3,March,0.053575600259571705
2015-03-03,Quarter1,sweing,Tuesday,2,0.4,15.28,157.0,5400,0,6.5,30,1,45,0.303,3,March,0.007787151200519144
2015-03-04,Quarter1,finishing,Wednesday,2,0.5,3.9,1039.0,960,0,0.0,0,0,8,0.54,3,March,0.053575600259571705
